"store_id","prod_id","category","org_price","suggested_price","est_org_vol","est_vol","est_cost","est_org_rev","est_rev","est_prft","incre_rev","incre_prft"
348,999252242,"BEER WITH ALCOHOL",15.99,18.55,10.7571971707771,9.93617149403446,7.5905,172.007582760726,184.315981214339,108.895471488871,12.3083984536133,18.5403938529284
588,999252242,"BEER WITH ALCOHOL",15.99,13.11,2.67364876236911,5.08336542892291,7.5905,42.751643710282,66.6429207731793,28.05763548494,23.8912770628974,5.6003227054207
349,999245601,"BEER WITH ALCOHOL",24.99,29.99,1,1,10.6305,24.99,29.99,19.3595,5,5
346,999245601,"BEER WITH ALCOHOL",23.99,28.79,1.00296767161557,3.29997205781283,10.6305,24.0611944420574,95.0061955444314,59.9258425838521,70.9450011023739,46.5266959749039
343,999245601,"BEER WITH ALCOHOL",24.99,22.49,0.000174926745979238,4.35021195728332,10.6305,0.00437141938202117,97.8362669193018,51.5913387074015,97.8318954999198,51.5888268467926
344,999245601,"BEER WITH ALCOHOL",24.99,19.99,1.58771091700707,2.23025386839243,10.6305,39.6768958160066,44.5827748291647,20.8740610812189,4.90587901315809,-1.92467383154402
341,999245601,"BEER WITH ALCOHOL",24.99,27.99,0.916292579710351,0.823459253632718,10.6305,22.8981515669617,23.0486245091798,14.2948409134372,0.150472942218098,1.13733761508638
395,999245601,"BEER WITH ALCOHOL",23.99,28.79,0.790011372841222,2.19466213192774,10.6305,18.9523728344609,63.1843227781995,39.8539669847417,44.2319499437386,29.2998100492694
348,999245601,"BEER WITH ALCOHOL",24.99,29.99,0.273675786446468,2.11105997356184,10.6305,6.83915790329722,63.3106886071197,40.8690655581705,56.4715307038225,36.9392181026925
342,999232237,"COFFEES AND ROASTED MIXTURES",2.89,3.47,1.78260228438902,2.80448128307553,1.3205,5.15172060188427,9.73155005227208,6.02823251797085,4.5798294503878,3.23043823262227
349,999232237,"COFFEES AND ROASTED MIXTURES",2.89,3.47,6.00000000000004,34.323958775243,1.3205,17.3400000000001,119.104136950093,73.7793493873849,101.764136950093,64.3623493873848
346,999232237,"COFFEES AND ROASTED MIXTURES",2.89,3.47,4.0419329646441,13.4174120954951,1.3205,11.6811862678215,46.5584199713681,28.8407272992668,34.8772337035467,22.4969135112579
343,999232237,"COFFEES AND ROASTED MIXTURES",2.89,3.47,6,31.5643839403671,1.3205,17.34,109.528412273074,67.8476432798192,92.188412273074,58.4306432798192
341,999232237,"COFFEES AND ROASTED MIXTURES",2.89,2.66,13.2369336703081,15.3806486784008,1.3205,38.2547383071903,40.9125254845461,20.6023789047179,2.65778717735586,-0.172988490830612
395,999232237,"COFFEES AND ROASTED MIXTURES",2.89,2.31,2.60983047503466,5.40055878878354,1.3205,7.54241007285017,12.47529080209,5.34385292150132,4.93288072923982,1.24772399093442
348,999232237,"COFFEES AND ROASTED MIXTURES",2.89,3.47,3.20785381003378,3.20785381003378,1.3205,9.27069751099761,11.1312527208172,6.8952817646676,1.86055520981959,1.86055520981959
588,999232237,"COFFEES AND ROASTED MIXTURES",2.89,2.31,1.33898635531068,2.05452231794761,1.3205,3.86967056684787,4.74594655445897,2.03294983360916,0.876275987611101,-0.068589251050958
342,999374144,"COFFEES AND ROASTED MIXTURES",3.59,2.87,1.48828583294117,3.86081092055525,2.2705,5.34294614025879,11.0805273419936,2.31455614687287,5.73758120173477,0.350762990307
346,999374144,"COFFEES AND ROASTED MIXTURES",3.59,4.31,5.70017539427318,28.7490824063165,2.2705,20.4636296654407,123.908545171224,58.6337535676824,103.444915505783,51.112372134939
343,999374144,"COFFEES AND ROASTED MIXTURES",3.59,4.31,2.7538458797272,5.12311910800249,2.2705,9.88630670822065,22.0806433554907,10.4486014207711,12.1943366472701,6.81490178247103
341,999374144,"COFFEES AND ROASTED MIXTURES",3.59,4.31,1.13275967562766,2.62904277671518,2.2705,4.0666072355033,11.3311743676424,5.36193274311062,7.26456713213914,3.86725635111992
345,999374144,"COFFEES AND ROASTED MIXTURES",3.59,2.87,3.67372727657282,7.53518001463872,2.2705,13.1886809228964,21.6259666420131,4.51734041877591,8.43728571911668,-0.330142722661927
588,999374144,"COFFEES AND ROASTED MIXTURES",3.59,2.87,3.26925847665705,7.52508090658509,2.2705,11.7366379311988,21.5969822018992,4.51128600349776,9.86034427070039,0.19749944354878
342,999167043,"COFFEES AND ROASTED MIXTURES",11.49,13.79,0.968338620171498,5.49946987985969,9.823,11.1262107457705,75.8376896432652,21.8163970134034,64.7114788974946,20.2021765335775
346,999167043,"COFFEES AND ROASTED MIXTURES",11.49,11.26,1.45816770886033e-73,2.19999769958605,9.823,1.67543469748052e-72,24.7719740973389,3.16139669430515,24.7719740973389,3.16139669430515
344,999167043,"COFFEES AND ROASTED MIXTURES",11.49,13.79,2.12658466780644,2.1928658265306,9.823,24.434457833096,30.239619747857,8.6990987338469,5.80516191476098,5.15408209261355
341,999167043,"COFFEES AND ROASTED MIXTURES",11.49,13.79,1.77570757316823,4.39206562724159,9.823,20.4028800157029,60.5665849996616,17.4233243432674,40.1637049839587,14.463219818796
348,999167043,"COFFEES AND ROASTED MIXTURES",11.49,13.79,1,1,9.823,11.49,13.79,3.967,2.3,2.3
342,999409443,"BEER WITH ALCOHOL",16.59,19.91,2,2,7.543,33.18,39.82,24.734,6.64,6.64
349,999409443,"BEER WITH ALCOHOL",16.59,13.27,1.38439697112884,1.830445927932,7.543,22.9671457510274,24.2900174636577,10.4829638292666,1.32287171263024,-2.04167556853603
